name,rank,year,industry,sector,headquarters_state,headquarters_city,market_value_mil,revenue_mil,profit_mil,asset_mil,employees,founder_is_ceo,female_ceo,newcomer_to_fortune_500,global_500
Dana Corporation,193,2004,Motor Vehicles & Parts,Financials,OH,Not Available,15835.0,10071.0,948.0,19067.0,25332.0,no,no,no,no
Textron Inc.,194,2004,Aerospace & Defense,Financials,RI,Not Available,15835.0,10028.0,948.0,19067.0,25332.0,no,no,no,no
"Circuit City Stores, Inc.",195,2004,Specialty Retailers,Financials,VA,Not Available,15835.0,9953.5,948.0,19067.0,25332.0,no,no,no,no
Colgate-Palmolive Company,196,2004,Household and Personal Products,Financials,NY,Not Available,15835.0,9903.4,948.0,19067.0,25332.0,no,no,no,no
Texas Instruments Incorporated,197,2004,Semiconductors and Other Electronic Components,Financials,TX,Not Available,15835.0,9834.0,948.0,19067.0,25332.0,no,no,no,no
"Consolidated Edison, Inc.",198,2004,Utilities: Gas and Electric,Financials,NY,Not Available,15835.0,9827.0,948.0,19067.0,25332.0,no,no,no,no
Aon Corporation,199,2004,Diversified Financials,Financials,IL,Not Available,15835.0,9823.0,948.0,19067.0,25332.0,no,no,no,no
Capital One Financial Corporation,200,2004,Diversified Financials,Financials,VA,Not Available,15835.0,9783.6,948.0,19067.0,25332.0,no,no,no,no
"CenterPoint Energy, Inc.",201,2004,Utilities: Gas and Electric,Financials,TX,Not Available,15835.0,9772.1,948.0,19067.0,25332.0,no,no,no,no
Aramark Corporation,202,2004,Diversified Outsourcing Services,Financials,PA,Not Available,15835.0,9712.1,948.0,19067.0,25332.0,no,no,no,no
"Constellation Energy Group, Inc.",203,2004,Energy,Financials,MD,Not Available,15835.0,9703.0,948.0,19067.0,25332.0,no,no,no,no
The AES Corporation,204,2004,Utilities: Gas and Electric,Financials,VA,Not Available,15835.0,9649.0,948.0,19067.0,25332.0,no,no,no,no
"FPL Group, Inc.",205,2004,Utilities: Gas and Electric,Financials,FL,Not Available,15835.0,9630.0,948.0,19067.0,25332.0,no,no,no,no
National City Corporation,206,2004,Commercial Banks,Financials,OH,Not Available,15835.0,9593.8,948.0,19067.0,25332.0,no,no,no,no
Northwest Airlines Corporation,207,2004,Airlines,Financials,MN,Not Available,15835.0,9510.0,948.0,19067.0,25332.0,no,no,no,no
Oracle Corporation,208,2004,Computer Software,Financials,CA,Not Available,15835.0,9475.0,948.0,19067.0,25332.0,no,no,no,no
United States Steel Corporation,209,2004,Metals,Financials,PA,Not Available,15835.0,9458.0,948.0,19067.0,25332.0,no,no,no,no
Burlington Northern Santa Fe Corp.,210,2004,Railroads,Financials,TX,Not Available,15835.0,9413.0,948.0,19067.0,25332.0,no,no,no,no
"Principal Financial Group, Inc.",211,2004,"Insurance: Life, Health (Stock)",Financials,IA,Not Available,15835.0,9404.2,948.0,19067.0,25332.0,no,no,no,no
CHS Inc.,212,2004,Wholesalers: Food and Grocery,Financials,MN,Not Available,15835.0,9398.5,948.0,19067.0,25332.0,no,no,no,no
H.J. Heinz Company,213,2004,Food Consumer Products,Financials,PA,Not Available,15835.0,9328.1,948.0,19067.0,25332.0,no,no,no,no
Occidental Petroleum Corporation,214,2004,"Mining, Crude-Oil Production",Financials,CA,Not Available,15835.0,9326.0,948.0,19067.0,25332.0,no,no,no,no
Gillette Company,215,2004,Household and Personal Products,Financials,MA,Not Available,15835.0,9252.0,948.0,19067.0,25332.0,no,no,no,no
"Marriott International, Inc.",216,2004,"Hotels, Casinos, Resorts",Financials,MD,Not Available,15835.0,9198.0,948.0,19067.0,25332.0,no,no,no,no
Entergy Corporation,217,2004,Utilities: Gas and Electric,Financials,LA,Not Available,15835.0,9194.9,948.0,19067.0,25332.0,no,no,no,no
Dean Foods Company,218,2004,Food Production,Financials,TX,Not Available,15835.0,9184.6,948.0,19067.0,25332.0,no,no,no,no
Centex Corporation,219,2004,Homebuilders,Financials,TX,Not Available,15835.0,9117.2,948.0,19067.0,25332.0,no,no,no,no
Baxter International,220,2004,Medical Products and Equipment,Financials,IL,Not Available,15835.0,9087.0,948.0,19067.0,25332.0,no,no,no,no
"Caremark Rx, Inc.",221,2004,Health Care,Financials,TN,Not Available,15835.0,9067.3,948.0,19067.0,25332.0,no,no,no,no
"Pulte Homes, Inc.",222,2004,Homebuilders,Financials,MI,Not Available,15835.0,9048.9,948.0,19067.0,25332.0,no,no,no,no
"Avnet, Inc.",223,2004,Wholesalers: Electronics and Office Equipment,Financials,AZ,Not Available,15835.0,9048.4,948.0,19067.0,25332.0,no,no,no,no
"Progress Energy, Inc.",224,2004,Utilities: Gas and Electric,Financials,NC,Not Available,15835.0,9027.0,948.0,19067.0,25332.0,no,no,no,no
Guardian Life Insurance Co. of America,225,2004,"Insurance: Life, Health (Mutual)",Financials,NY,Not Available,15835.0,9021.7,948.0,19067.0,25332.0,no,no,no,no
Calpine Corporation,226,2004,Energy,Financials,CA,Not Available,15835.0,8997.4,948.0,19067.0,25332.0,no,no,no,no
"The St. Paul Companies, Inc.",227,2004,Insurance: Property and Casualty (Stock),Financials,MN,Not Available,15835.0,8958.0,948.0,19067.0,25332.0,no,no,no,no
"Limited Brands, Inc.",228,2004,Specialty Retailers,Financials,OH,Not Available,15835.0,8934.1,948.0,19067.0,25332.0,no,no,no,no
"Clear Channel Communications, Inc.",229,2004,Entertainment,Financials,TX,Not Available,15835.0,8930.9,948.0,19067.0,25332.0,no,no,no,no
Lennar Corp.,230,2004,Homebuilders,Financials,FL,Not Available,15835.0,8907.6,948.0,19067.0,25332.0,no,no,no,no
"Continental Airlines, Inc.",231,2004,Airlines,Financials,TX,Not Available,15835.0,8870.0,948.0,19067.0,25332.0,no,no,no,no
Fluor,232,2004,Engineering & Construction,Financials,CA,Not Available,15835.0,8835.8,948.0,19067.0,25332.0,no,no,no,no
Kellogg Company,233,2004,Food Consumer Products,Financials,MI,Not Available,15835.0,8811.5,948.0,19067.0,25332.0,no,no,no,no
Premcor Inc.,234,2004,Petroleum Refining,Financials,CT,Not Available,15835.0,8803.9,948.0,19067.0,25332.0,no,no,no,no
"United Auto Group, Inc.",235,2004,"Automotive Retailing, Services",Financials,MI,Not Available,15835.0,8803.9,948.0,19067.0,25332.0,no,no,no,no
"PPG Industries, Inc.",236,2004,Chemicals,Financials,PA,Not Available,15835.0,8756.0,948.0,19067.0,25332.0,no,no,no,no
Tesoro Petroleum Corporation,237,2004,Petroleum Refining,Financials,TX,Not Available,15835.0,8717.7,948.0,19067.0,25332.0,no,no,no,no
"Arrow Electronics, Inc",238,2004,Wholesalers: Electronics and Office Equipment,Financials,NY,Not Available,15835.0,8679.3,948.0,19067.0,25332.0,no,no,no,no
Omnicom Group Inc.,239,2004,"Advertising, Marketing",Financials,NY,Not Available,15835.0,8621.4,948.0,19067.0,25332.0,no,no,no,no
"American Standard Companies, Inc.",240,2004,Industrial and Farm Equipment,Financials,NJ,Not Available,15835.0,8567.6,948.0,19067.0,25332.0,no,no,no,no
"D.R. Horton, Inc.",241,2004,Homebuilders,Financials,TX,Not Available,15835.0,8552.1,948.0,19067.0,25332.0,no,no,no,no
First Data Corporation,242,2004,Computer And Data Services,Financials,CO,Not Available,15835.0,8543.5,948.0,19067.0,25332.0,no,no,no,no
Lucent Technologies Inc.,243,2004,Network and Other Communications Equipment,Financials,NJ,Not Available,15835.0,8470.0,948.0,19067.0,25332.0,no,no,no,no
Genuine Parts Company,244,2004,Wholesalers: Diversified,Financials,GA,Not Available,15835.0,8449.3,948.0,19067.0,25332.0,no,no,no,no
"Yum! Brands, Inc.",245,2004,Food Services,Financials,KY,Not Available,15835.0,8380.0,948.0,19067.0,25332.0,no,no,no,no
"Amgen, Inc",246,2004,Pharmaceuticals,Financials,CA,Not Available,15835.0,8356.0,948.0,19067.0,25332.0,no,no,no,no
Schering-Plough Corporation,247,2004,Pharmaceuticals,Financials,NJ,Not Available,15835.0,8334.0,948.0,19067.0,25332.0,no,no,no,no
Boise Cascade Corporation,248,2004,Forest and Paper Products,Financials,ID,Not Available,15835.0,8245.1,948.0,19067.0,25332.0,no,no,no,no
TransMontaigne Inc.,249,2004,Pipelines,Financials,CO,Not Available,15835.0,8241.0,948.0,19067.0,25332.0,no,no,no,no
Paccar Inc.,250,2004,Motor Vehicles & Parts,Financials,WA,Not Available,15835.0,8194.9,948.0,19067.0,25332.0,no,no,no,no
ALLTEL Corporation,251,2004,Telecommunications,Financials,AR,Not Available,15835.0,8190.2,948.0,19067.0,25332.0,no,no,no,no
Ashland Inc.,252,2004,Chemicals,Financials,KY,Not Available,15835.0,8080.0,948.0,19067.0,25332.0,no,no,no,no
Eaton Corporation,253,2004,"Electronics, Electrical Equipment",Financials,OH,Not Available,15835.0,8061.0,948.0,19067.0,25332.0,no,no,no,no
Xcel Energy Inc.,254,2004,Utilities: Gas and Electric,Financials,MN,Not Available,15835.0,7938.5,948.0,19067.0,25332.0,no,no,no,no
Smurfit-Stone Container Corporation,255,2004,"Packaging, Containers",Financials,IL,Not Available,15835.0,7914.0,948.0,19067.0,25332.0,no,no,no,no
Smithfield Foods,256,2004,Food Consumer Products,Financials,VA,Not Available,15835.0,7904.5,948.0,19067.0,25332.0,no,no,no,no
Sempra Energy,257,2004,Utilities: Gas and Electric,Financials,CA,Not Available,15835.0,7887.0,948.0,19067.0,25332.0,no,no,no,no
Dillard's Inc.,258,2004,General Merchandisers,Financials,AR,Not Available,15835.0,7863.7,948.0,19067.0,25332.0,no,no,no,no
CSX,259,2004,Railroads,Financials,FL,Not Available,15835.0,7793.0,948.0,19067.0,25332.0,no,no,no,no
"ArvinMeritor, Inc.",260,2004,Motor Vehicles & Parts,Financials,MI,Not Available,15835.0,7788.0,948.0,19067.0,25332.0,no,no,no,no
Newell Rubbermaid Inc.,261,2004,"Home Equipment, Furnishings",Financials,GA,Not Available,15835.0,7750.0,948.0,19067.0,25332.0,no,no,no,no
"Fidelity National Financial, Inc.",262,2004,Insurance: Property and Casualty (Stock),Financials,FL,Not Available,15835.0,7715.2,948.0,19067.0,25332.0,no,no,no,no
"Medtronic, Inc.",263,2004,Medical Products and Equipment,Financials,MN,Not Available,15835.0,7665.2,948.0,19067.0,25332.0,no,no,no,no
Sonic Automotive,264,2004,"Automotive Retailing, Services",Financials,NC,Not Available,15835.0,7598.4,948.0,19067.0,25332.0,no,no,no,no
MeadWestvaco Corporation,265,2004,Forest and Paper Products,Financials,CT,Not Available,15835.0,7553.0,948.0,19067.0,25332.0,no,no,no,no
"The Bear Stearns Companies, Inc.",266,2004,Securities,Financials,NY,Not Available,15835.0,7395.4,948.0,19067.0,25332.0,no,no,no,no
Safeco Corporation,267,2004,Insurance: Property and Casualty (Stock),Financials,WA,Not Available,15835.0,7358.1,948.0,19067.0,25332.0,no,no,no,no
Devon Energy Corporation,268,2004,"Mining, Crude-Oil Production",Financials,OK,Not Available,15835.0,7352.0,948.0,19067.0,25332.0,no,no,no,no
Navistar International Corporation,269,2004,Motor Vehicles & Parts,Financials,IL,Not Available,15835.0,7340.0,948.0,19067.0,25332.0,no,no,no,no
"Pepco Holdings, Inc.",270,2004,Utilities: Gas and Electric,Financials,DC,Not Available,15835.0,7271.3,948.0,19067.0,25332.0,no,no,no,no
"Automatic Data Processing, Inc.",271,2004,Payroll Services,Financials,NJ,Not Available,15835.0,7147.0,948.0,19067.0,25332.0,no,no,no,no
"SunTrust Banks, Inc.",272,2004,Commercial Banks,Financials,GA,Not Available,15835.0,7071.2,948.0,19067.0,25332.0,no,no,no,no
DTE Energy Company,273,2004,Utilities: Gas and Electric,Financials,MI,Not Available,15835.0,7062.0,948.0,19067.0,25332.0,no,no,no,no
Keyspan Corporation,274,2004,Utilities: Gas and Electric,Financials,NY,Not Available,15835.0,6915.2,948.0,19067.0,25332.0,no,no,no,no
"Avon Products, Inc.",275,2004,Household and Personal Products,Financials,NY,Not Available,15835.0,6876.0,948.0,19067.0,25332.0,no,no,no,no
"US Airways Group, Inc.",276,2004,Airlines,Financials,VA,Not Available,15835.0,6846.0,948.0,19067.0,25332.0,no,no,no,no
"BJ's Wholesale Club, Inc.",277,2004,Specialty Retailers,Financials,MA,Not Available,15835.0,6724.2,948.0,19067.0,25332.0,no,no,no,no
"Gannett Co., Inc.",278,2004,"Publishing, Printing",Financials,VA,Not Available,15835.0,6711.1,948.0,19067.0,25332.0,no,no,no,no
"Farmland Industries, Inc.",279,2004,Food Production,Financials,MO,Not Available,15835.0,6703.1,948.0,19067.0,25332.0,no,no,no,no
Campbell Soup Co.,280,2004,Food Consumer Products,Financials,NJ,Not Available,15835.0,6678.0,948.0,19067.0,25332.0,no,no,no,no
Dollar General Corporation,281,2004,General Merchandisers,Financials,TN,Not Available,15835.0,6665.1,948.0,19067.0,25332.0,no,no,no,no
"Crown Holdings, Inc.",282,2004,"Packaging, Containers",Financials,PA,Not Available,15835.0,6630.0,948.0,19067.0,25332.0,no,no,no,no
"Kinder Morgan Energy Partners, L.P.",283,2004,Pipelines,Financials,TX,Not Available,15835.0,6624.3,948.0,19067.0,25332.0,no,no,no,no
Thrivent Financial for Lutherans,284,2004,"Insurance: Life, Health (Mutual)",Financials,MN,Not Available,15835.0,6575.2,948.0,19067.0,25332.0,no,no,no,no
Unocal Corporation,285,2004,"Mining, Crude-Oil Production",Financials,CA,Not Available,15835.0,6539.0,948.0,19067.0,25332.0,no,no,no,no
"Nordstrom, Inc.",286,2004,General Merchandisers,Financials,WA,Not Available,15835.0,6491.7,948.0,19067.0,25332.0,no,no,no,no
Fifth Third Bancorp,287,2004,Commercial Banks,Financials,OH,Not Available,15835.0,6486.0,948.0,19067.0,25332.0,no,no,no,no
Norfolk Southern Corporation,288,2004,Railroads,Financials,VA,Not Available,15835.0,6468.0,948.0,19067.0,25332.0,no,no,no,no
Science Applications International Corporation,289,2004,Computer And Data Services,Financials,CA,Not Available,15835.0,6456.5,948.0,19067.0,25332.0,no,no,no,no
Rohm and Haas Company,290,2004,Chemicals,Financials,PA,Not Available,15835.0,6421.0,948.0,19067.0,25332.0,no,no,no,no
Parker-Hannifin Corporation,291,2004,Industrial and Farm Equipment,Financials,OH,Not Available,15835.0,6410.6,948.0,19067.0,25332.0,no,no,no,no
NiSource Inc.,292,2004,Utilities: Gas and Electric,Financials,IN,Not Available,15835.0,6401.3,948.0,19067.0,25332.0,no,no,no,no
InterActive Corp.,293,2004,Specialty Retailers,Financials,NY,Not Available,15835.0,6337.6,948.0,19067.0,25332.0,no,no,no,no
"The Bank of New York Company, Inc.",294,2004,Commercial Banks,Financials,NY,Not Available,15835.0,6336.0,948.0,19067.0,25332.0,no,no,no,no
"Air Products & Chemicals, Inc",295,2004,Chemicals,Financials,PA,Not Available,15835.0,6297.3,948.0,19067.0,25332.0,no,no,no,no
Cummins,296,2004,Industrial and Farm Equipment,Financials,IN,Not Available,15835.0,6296.0,948.0,19067.0,25332.0,no,no,no,no
Nucor,297,2004,Metals,Financials,NC,Not Available,15835.0,6265.8,948.0,19067.0,25332.0,no,no,no,no
BB&T Corp.,298,2004,Commercial Banks,Financials,NC,Not Available,15835.0,6243.9,948.0,19067.0,25332.0,no,no,no,no
EMC Corporation,299,2004,Computer Peripherals,Financials,MA,Not Available,15835.0,6236.8,948.0,19067.0,25332.0,no,no,no,no
The First American Corporation,300,2004,Insurance: Property and Casualty (Stock),Financials,CA,Not Available,15835.0,6213.7,948.0,19067.0,25332.0,no,no,no,no
"Apple Computer, Inc.",301,2004,"Computers, Office Equipment",Financials,CA,Not Available,15835.0,6207.0,948.0,19067.0,25332.0,no,no,no,no
"Owens-Illinois, Inc",302,2004,"Packaging, Containers",Financials,OH,Not Available,15835.0,6158.2,948.0,19067.0,25332.0,no,no,no,no
"Interpublic Group of Companies, Inc.",303,2004,"Advertising, Marketing",Financials,NY,Not Available,15835.0,6113.5,948.0,19067.0,25332.0,no,no,no,no
Northeast Utilities,304,2004,Utilities: Gas and Electric,Financials,CT,Not Available,15835.0,6064.8,948.0,19067.0,25332.0,no,no,no,no
Agilent Technologies Inc.,305,2004,"Scientific, Photographic and Control Equipment",Financials,CA,Not Available,15835.0,6056.0,948.0,19067.0,25332.0,no,no,no,no
"Saks, Incorporated",306,2004,General Merchandisers,Financials,AL,Not Available,15835.0,6055.1,948.0,19067.0,25332.0,no,no,no,no
CMS Energy Corporation,307,2004,Utilities: Gas and Electric,Financials,MI,Not Available,15835.0,6017.0,948.0,19067.0,25332.0,no,no,no,no
"Land O'Lakes, Inc.",308,2004,Food Consumer Products,Financials,MN,Not Available,15835.0,5978.1,948.0,19067.0,25332.0,no,no,no,no
PNC Financial Services Group Inc.,309,2004,Commercial Banks,Financials,PA,Not Available,15835.0,5969.0,948.0,19067.0,25332.0,no,no,no,no
Southwest Airlines Co.,310,2004,Airlines,Financials,TX,Not Available,15835.0,5937.0,948.0,19067.0,25332.0,no,no,no,no
Fortune Brands,311,2004,"Home Equipment, Furnishings",Financials,IL,Not Available,15835.0,5912.5,948.0,19067.0,25332.0,no,no,no,no
Unisys Corporation,312,2004,Computer And Data Services,Financials,PA,Not Available,15835.0,5911.2,948.0,19067.0,25332.0,no,no,no,no
American Family Ins. Group,313,2004,Insurance: Property and Casualty (Stock),Financials,WI,Not Available,15835.0,5894.6,948.0,19067.0,25332.0,no,no,no,no
Mirant Corp.,314,2004,Energy,Financials,GA,Not Available,15835.0,5863.0,948.0,19067.0,25332.0,no,no,no,no
KB Home,315,2004,Homebuilders,Financials,CA,Not Available,15835.0,5850.6,948.0,19067.0,25332.0,no,no,no,no
Dynegy Inc.,316,2004,Energy,Financials,TX,Not Available,15835.0,5813.0,948.0,19067.0,25332.0,no,no,no,no
Eastman Chemical,317,2004,Chemicals,Financials,TN,Not Available,15835.0,5800.0,948.0,19067.0,25332.0,no,no,no,no
"Cox Communications, Inc.",318,2004,Telecommunications,Financials,GA,Not Available,15835.0,5758.9,948.0,19067.0,25332.0,no,no,no,no
KeyCorp,319,2004,Commercial Banks,Financials,OH,Not Available,15835.0,5730.0,948.0,19067.0,25332.0,no,no,no,no
"ITT Industries, Inc.",320,2004,Industrial and Farm Equipment,Financials,NY,Not Available,15835.0,5626.6,948.0,19067.0,25332.0,no,no,no,no
"Praxair, Inc.",321,2004,Chemicals,Financials,CT,Not Available,15835.0,5613.0,948.0,19067.0,25332.0,no,no,no,no
NCR Corporation,322,2004,"Computers, Office Equipment",Financials,OH,Not Available,15835.0,5598.0,948.0,19067.0,25332.0,no,no,no,no
Tribune Company,323,2004,"Publishing, Printing",Financials,IL,Not Available,15835.0,5594.8,948.0,19067.0,25332.0,no,no,no,no
PPL Corporation,324,2004,Utilities: Gas and Electric,Financials,PA,Not Available,15835.0,5587.0,948.0,19067.0,25332.0,no,no,no,no
Barnes & Noble Inc.,325,2004,Specialty Retailers,Financials,NY,Not Available,15835.0,5585.0,948.0,19067.0,25332.0,no,no,no,no
Allied Waste Industries,326,2004,Waste Management,Financials,AZ,Not Available,15835.0,5582.7,948.0,19067.0,25332.0,no,no,no,no
Echostar Communications Corporation,327,2004,Telecommunications,Financials,CO,Not Available,15835.0,5550.7,948.0,19067.0,25332.0,no,no,no,no
Federal-Mogul Corporation,328,2004,Motor Vehicles & Parts,Financials,MI,Not Available,15835.0,5546.0,948.0,19067.0,25332.0,no,no,no,no
Performance Food Group Company,329,2004,Wholesalers: Food and Grocery,Financials,VA,Not Available,15835.0,5519.8,948.0,19067.0,25332.0,no,no,no,no
State Street Corporation,330,2004,Commercial Banks,Financials,MA,Not Available,15835.0,5463.0,948.0,19067.0,25332.0,no,no,no,no
"AutoZone, Inc.",331,2004,Specialty Retailers,Financials,TN,Not Available,15835.0,5457.1,948.0,19067.0,25332.0,no,no,no,no
"Oxford Health Plans, Inc.",332,2004,Health Care,Financials,CT,Not Available,15835.0,5452.4,948.0,19067.0,25332.0,no,no,no,no
The Sherwin-Williams Company,333,2004,Chemicals,Financials,OH,Not Available,15835.0,5407.8,948.0,19067.0,25332.0,no,no,no,no
Baker Hughes Incorporated,334,2004,"Oil and Gas Equipment, Services",Financials,TX,Not Available,15835.0,5391.2,948.0,19067.0,25332.0,no,no,no,no
"WellChoice, Inc.",335,2004,Health Care,Financials,NY,Not Available,15835.0,5382.6,948.0,19067.0,25332.0,no,no,no,no
"Enterprise Products Partners, L.P.",336,2004,Pipelines,Financials,TX,Not Available,15835.0,5346.4,948.0,19067.0,25332.0,no,no,no,no
"Autoliv, Inc.",337,2004,Motor Vehicles & Parts,Financials,UT,Not Available,15835.0,5300.8,948.0,19067.0,25332.0,no,no,no,no
Danaher,338,2004,"Scientific, Photographic and Control Equipment",Financials,DC,Not Available,15835.0,5293.9,948.0,19067.0,25332.0,no,no,no,no
Lincoln National Corporation,339,2004,"Insurance: Life, Health (Stock)",Financials,PA,Not Available,15835.0,5283.9,948.0,19067.0,25332.0,no,no,no,no
Murphy Oil Corporation,340,2004,Petroleum Refining,Financials,AR,Not Available,15835.0,5275.1,948.0,19067.0,25332.0,no,no,no,no
"R. J. Reynolds Tobacco Holdings, Inc.",341,2004,Tobacco,Financials,NC,Not Available,15835.0,5267.0,948.0,19067.0,25332.0,no,no,no,no
Amazon.Com Inc.,342,2004,Specialty Retailers,Financials,WA,Not Available,15835.0,5263.7,948.0,19067.0,25332.0,no,no,no,no
VF Corporation,343,2004,Apparel,Financials,NC,Not Available,15835.0,5207.5,948.0,19067.0,25332.0,no,no,no,no
SPX Corporation,344,2004,"Electronics, Electrical Equipment",Financials,NC,Not Available,15835.0,5129.8,948.0,19067.0,25332.0,no,no,no,no
Anadarko Petroleum Corp.,345,2004,"Mining, Crude-Oil Production",Financials,TX,Not Available,15835.0,5122.0,948.0,19067.0,25332.0,no,no,no,no
The Est_e Lauder Companies Inc.,346,2004,Household and Personal Products,Financials,NY,Not Available,15835.0,5117.6,948.0,19067.0,25332.0,no,no,no,no
CNF Inc.,347,2004,"Trucking, Truck Leasing",Financials,CA,Not Available,15835.0,5104.3,948.0,19067.0,25332.0,no,no,no,no
"L-3 Communications Holdings, Inc.",348,2004,Aerospace & Defense,Financials,NY,Not Available,15835.0,5061.6,948.0,19067.0,25332.0,no,no,no,no
"Mohawk Industries, Inc.",349,2004,Textiles,Financials,GA,Not Available,15835.0,5005.1,948.0,19067.0,25332.0,no,no,no,no
Owens Corning,350,2004,"Building Materials, Glass",Financials,OH,Not Available,15835.0,4996.0,948.0,19067.0,25332.0,no,no,no,no
Ball Corporation,351,2004,"Packaging, Containers",Financials,CO,Not Available,15835.0,4977.0,948.0,19067.0,25332.0,no,no,no,no
"Mattel, Inc.",352,2004,"Toys, Sporting Goods",Financials,CA,Not Available,15835.0,4960.1,948.0,19067.0,25332.0,no,no,no,no
Monsanto Company,353,2004,Chemicals,Financials,MO,Not Available,15835.0,4936.0,948.0,19067.0,25332.0,no,no,no,no
Energy East Corporation,354,2004,Utilities: Gas and Electric,Financials,NY,Not Available,15835.0,4918.8,948.0,19067.0,25332.0,no,no,no,no
"Harley-Davidson, Inc.",355,2004,Transportation Equipment,Financials,WI,Not Available,15835.0,4903.7,948.0,19067.0,25332.0,no,no,no,no
"The McGraw-Hill Companies, Inc.",356,2004,"Publishing, Printing",Financials,NY,Not Available,15835.0,4839.0,948.0,19067.0,25332.0,no,no,no,no
"Asbury Automotive Group, Inc.",357,2004,"Automotive Retailing, Services",Financials,CT,Not Available,15835.0,4835.1,948.0,19067.0,25332.0,no,no,no,no
"Charter Communications, Inc.",358,2004,Telecommunications,Financials,MO,Not Available,15835.0,4819.0,948.0,19067.0,25332.0,no,no,no,no
Avery Dennison Corporation,359,2004,Chemicals,Financials,CA,Not Available,15835.0,4806.7,948.0,19067.0,25332.0,no,no,no,no
"Ryder System, Inc.",360,2004,"Trucking, Truck Leasing",Financials,FL,Not Available,15835.0,4802.3,948.0,19067.0,25332.0,no,no,no,no
Maytag Corporation,361,2004,"Electronics, Electrical Equipment",Financials,IA,Not Available,15835.0,4791.9,948.0,19067.0,25332.0,no,no,no,no
R.R. Donnelley & Sons Company,362,2004,"Publishing, Printing",Financials,IL,Not Available,15835.0,4787.2,948.0,19067.0,25332.0,no,no,no,no
"Foot Locker, Inc.",363,2004,Specialty Retailers,Financials,NY,Not Available,15835.0,4779.0,948.0,19067.0,25332.0,no,no,no,no
"Lexmark International, Inc.",364,2004,Computer Peripherals,Financials,KY,Not Available,15835.0,4754.7,948.0,19067.0,25332.0,no,no,no,no
"Family Dollar Stores, Inc.",365,2004,General Merchandisers,Financials,NC,Not Available,15835.0,4750.2,948.0,19067.0,25332.0,no,no,no,no
Quest Diagnostics Incorporated,366,2004,Health Care,Financials,NJ,Not Available,15835.0,4738.0,948.0,19067.0,25332.0,no,no,no,no
"Jabil Circuit, Inc.",367,2004,Semiconductors and Other Electronic Components,Financials,FL,Not Available,15835.0,4729.5,948.0,19067.0,25332.0,no,no,no,no
Erie Insurance Group,368,2004,Insurance: Property and Casualty (Stock),Financials,PA,Not Available,15835.0,4716.6,948.0,19067.0,25332.0,no,no,no,no
"Ikon Office Solutions, Inc.",369,2004,Wholesalers: Electronics and Office Equipment,Financials,PA,Not Available,15835.0,4710.9,948.0,19067.0,25332.0,no,no,no,no
"Conseco, Inc.",370,2004,"Insurance: Life, Health (Stock)",Financials,IN,Not Available,15835.0,4709.7,948.0,19067.0,25332.0,no,no,no,no
"CIT Group, Inc.",371,2004,Diversified Financials,Financials,NJ,Not Available,15835.0,4677.1,948.0,19067.0,25332.0,no,no,no,no
Temple-Inland Inc.,372,2004,"Packaging, Containers",Financials,TX,Not Available,15835.0,4671.0,948.0,19067.0,25332.0,no,no,no,no
Caesars Entertainment,373,2004,"Hotels, Casinos, Resorts",Financials,NV,Not Available,15835.0,4669.0,948.0,19067.0,25332.0,no,no,no,no
Pacific LifeCorp,374,2004,"Insurance: Life, Health (Stock)",Financials,CA,Not Available,15835.0,4668.7,948.0,19067.0,25332.0,no,no,no,no
"W.W. Grainger, Inc.",375,2004,Wholesalers: Diversified,Financials,IL,Not Available,15835.0,4667.0,948.0,19067.0,25332.0,no,no,no,no
CDW Corporation,376,2004,Wholesalers: Electronics and Office Equipment,Financials,IL,Not Available,15835.0,4664.6,948.0,19067.0,25332.0,no,no,no,no
"Darden Restaurants, Inc.",377,2004,Food Services,Financials,FL,Not Available,15835.0,4655.0,948.0,19067.0,25332.0,no,no,no,no
RadioShack Corporation,378,2004,Specialty Retailers,Financials,TX,Not Available,15835.0,4649.3,948.0,19067.0,25332.0,no,no,no,no
Jacobs Engineering Group Inc.,379,2004,Engineering & Construction,Financials,CA,Not Available,15835.0,4615.6,948.0,19067.0,25332.0,no,no,no,no
"Dole Food Company, Inc.",380,2004,Food Consumer Products,Financials,CA,Not Available,15835.0,4607.8,948.0,19067.0,25332.0,no,no,no,no
The Black & Decker Corporation,381,2004,Industrial and Farm Equipment,Financials,MD,Not Available,15835.0,4602.0,948.0,19067.0,25332.0,no,no,no,no
Ameren Corporation,382,2004,Utilities: Gas and Electric,Financials,MO,Not Available,15835.0,4593.0,948.0,19067.0,25332.0,no,no,no,no
Dover Corporation,384,2004,Industrial and Farm Equipment,Financials,NY,Not Available,15835.0,4559.4,948.0,19067.0,25332.0,no,no,no,no
Mellon Financial Corp.,385,2004,Commercial Banks,Financials,PA,Not Available,15835.0,4550.0,948.0,19067.0,25332.0,no,no,no,no
Coventry Health Care Inc.,386,2004,Health Care,Financials,MD,Not Available,15835.0,4535.1,948.0,19067.0,25332.0,no,no,no,no
"Emcor Group, Inc.",387,2004,Engineering & Construction,Financials,CT,Not Available,15835.0,4534.6,948.0,19067.0,25332.0,no,no,no,no
"Becton, Dickinson and Company",388,2004,Medical Products and Equipment,Financials,NJ,Not Available,15835.0,4527.9,948.0,19067.0,25332.0,no,no,no,no
